Inst,template,inst_short,Source,nda_structure,nda_element,hcp_variable,action_requested,hcp_variable_upload,specialty_code,requested_python,description,valueRange,notes
NIH Toolbox Sadness Parent Report FF Ages 3-7 v2.0,Sadness_3-7.tlbx_sadness01_template.csv,Sadness_3-7,HCPD,tlbx_sadness01,version_form,Assessment_Name,,Assessment_Name,,,Form used/assessment name,,
NIH Toolbox Sadness Parent Report FF Ages 3-7 v2.0,Sadness_3-7.tlbx_sadness01_template.csv,Sadness_3-7,HCPD,tlbx_sadness01,nih_tlbx_fctsc,Fully_Corrected_T_score,,Fully_Corrected_T_score,,,Fully-Corrected T-Score,0::120,
NIH Toolbox Sadness Parent Report FF Ages 3-7 v2.0,Sadness_3-7.tlbx_sadness01_template.csv,Sadness_3-7,HCPD,tlbx_sadness01,wcst_ni,ItmCnt,,ItmCnt,,studydata['ItmCnt']=studydata.ItmCnt.astype(int),Number of Items,,
NIH Toolbox Sadness Parent Report FF Ages 3-7 v2.0,Sadness_3-7.tlbx_sadness01_template.csv,Sadness_3-7,HCPD,tlbx_sadness01,interview_language,Language,,Language,,,Language Used in the Interview,,
NIH Toolbox Sadness Parent Report FF Ages 3-7 v2.0,Sadness_3-7.tlbx_sadness01_template.csv,Sadness_3-7,HCPD,tlbx_sadness01,pedproxdep02,pedproxdep02,,pedproxdep02,,,,,
NIH Toolbox Sadness Parent Report FF Ages 3-7 v2.0,Sadness_3-7.tlbx_sadness01_template.csv,Sadness_3-7,HCPD,tlbx_sadness01,pedproxdep03,pedproxdep03,,pedproxdep03,,,,,
NIH Toolbox Sadness Parent Report FF Ages 3-7 v2.0,Sadness_3-7.tlbx_sadness01_template.csv,Sadness_3-7,HCPD,tlbx_sadness01,pedproxdep04,pedproxdep04,,pedproxdep04,,,,,
NIH Toolbox Sadness Parent Report FF Ages 3-7 v2.0,Sadness_3-7.tlbx_sadness01_template.csv,Sadness_3-7,HCPD,tlbx_sadness01,pedproxdep05,pedproxdep05,,pedproxdep05,,,,,
NIH Toolbox Sadness Parent Report FF Ages 3-7 v2.0,Sadness_3-7.tlbx_sadness01_template.csv,Sadness_3-7,HCPD,tlbx_sadness01,pedproxdep06,pedproxdep06,,pedproxdep06,,,Please indicate how often or true the behavior is of your child. Seems lonely.,0::2,0=Never or not true; 1=Sometimes or somewhat true; 2=Often or very true
NIH Toolbox Sadness Parent Report FF Ages 3-7 v2.0,Sadness_3-7.tlbx_sadness01_template.csv,Sadness_3-7,HCPD,tlbx_sadness01,pedproxdep07,pedproxdep07,,pedproxdep07,,,Please indicate how often or true the behavior is of your child. Doesn't smile or laugh much.,0::2,0=Never or not true; 1=Sometimes or somewhat true; 2=Often or very true
NIH Toolbox Sadness Parent Report FF Ages 3-7 v2.0,Sadness_3-7.tlbx_sadness01_template.csv,Sadness_3-7,HCPD,tlbx_sadness01,pedproxdep13,pedproxdep13,,pedproxdep13,,,Please indicate how often or true the behavior is of your child. Withdraws from peer activities.,0::2,0=Never or not true; 1=Sometimes or somewhat true; 2=Often or very true
NIH Toolbox Sadness Parent Report FF Ages 3-7 v2.0,Sadness_3-7.tlbx_sadness01_template.csv,Sadness_3-7,HCPD,tlbx_sadness01,nih_tlbx_rawscore,RawScore,,RawScore,,"studydata['RawScore']=studydata.RawScore.round().fillna(-99).astype(int).astype(str).str.replace('-99','')",RawScore,,
NIH Toolbox Sadness Parent Report FF Ages 3-7 v2.0,Sadness_3-7.tlbx_sadness01_template.csv,Sadness_3-7,HCPD,tlbx_sadness01,nih_tlbx_se,SE,,SE,,,Standard Error,,999=NA/NK/missing
NIH Toolbox Sadness Parent Report FF Ages 3-7 v2.0,Sadness_3-7.tlbx_sadness01_template.csv,Sadness_3-7,HCPD,tlbx_sadness01,nih_tlbx_theta,Theta,,Theta,,,Theta,,999=NA/NK/missing
NIH Toolbox Sadness Parent Report FF Ages 3-7 v2.0,Sadness_3-7.tlbx_sadness01_template.csv,Sadness_3-7,HCPD,tlbx_sadness01,nih_tlbx_tscore,TScore,,TScore,,,T-score,0::200; 999,999=NA/NK/missing
NIH Toolbox Self-Efficacy CAT Age 18+ v2.0,Self-Efficacy_18+.self_effic01_template.csv,Self-Efficacy_18,HCPD HCPA,self_effic01,version_form,Assessment_Name,,Assessment_Name,,,Form used/assessment name,,
NIH Toolbox Self-Efficacy CAT Age 18+ v2.0,Self-Efficacy_18+.self_effic01_template.csv,Self-Efficacy_18,HCPD HCPA,self_effic01,gse01,gse01,,gse01,,,Self-report: I can manage to solve difficult problems if I try hard enough. / Parent Report: Your child seems to believe that he/she can always manage to solve difficult problems if he/she tries hard enough,1::5,1=Never; 2=Almost Never; 3=Sometimes; 4=Fairly Often; 5=Very Often
NIH Toolbox Self-Efficacy CAT Age 18+ v2.0,Self-Efficacy_18+.self_effic01_template.csv,Self-Efficacy_18,HCPD HCPA,self_effic01,gse02,gse02,,gse02,,,"Self-report: If someone opposes me, I can find the means and ways to get what I want. / Parent Report: If someone opposes your child, he/she can find the means and ways to get what he/she wants",1::5,1=Never; 2=Almost Never; 3=Sometimes; 4=Fairly Often; 5=Very Often
NIH Toolbox Self-Efficacy CAT Age 18+ v2.0,Self-Efficacy_18+.self_effic01_template.csv,Self-Efficacy_18,HCPD HCPA,self_effic01,gse03,gse03,,gse03,,,Self-report: It is easy for me to stick to my aims and accomplish my goals. / Parent Report: It is easy for your child to stick to his/her goals and reach them,1::5,1=Never; 2=Almost Never; 3=Sometimes; 4=Fairly Often; 5=Very Often
NIH Toolbox Self-Efficacy CAT Age 18+ v2.0,Self-Efficacy_18+.self_effic01_template.csv,Self-Efficacy_18,HCPD HCPA,self_effic01,gse04,gse04,,gse04,,,Self-report: I am confident that I could deal efficiently with unexpected events. / Parent Report: Your child appears confident that he/she could do a good job dealing with unexpected events,1::5,1=Never; 2=Almost Never; 3=Sometimes; 4=Fairly Often; 5=Very Often
NIH Toolbox Self-Efficacy CAT Age 18+ v2.0,Self-Efficacy_18+.self_effic01_template.csv,Self-Efficacy_18,HCPD HCPA,self_effic01,gse05m,gse05m,,gse05m,,,"Self-report: Thanks to my talents and skills, I know how to handle unexpected situations. / Parent Report: Thanks to your child's talents and skills, he/she knows how to handle unexpected situations",1::5,1=Never; 2=Almost Never; 3=Sometimes; 4=Fairly Often; 5=Very Often
NIH Toolbox Self-Efficacy CAT Age 18+ v2.0,Self-Efficacy_18+.self_effic01_template.csv,Self-Efficacy_18,HCPD HCPA,self_effic01,gse06m,gse06m,,gse06m,,,Self-report: I can solve most problems if I try hard enough. / Parent Report: Your child believes he/she can solve most problems if he/she tries hard enough,1::5,1=Never; 2=Almost Never; 3=Sometimes; 4=Fairly Often; 5=Very Often
NIH Toolbox Self-Efficacy CAT Age 18+ v2.0,Self-Efficacy_18+.self_effic01_template.csv,Self-Efficacy_18,HCPD HCPA,self_effic01,gse07m,gse07m,,gse07m,,,Self-report: I stay calm when facing difficulties because I can handle them. / Parent Report: Your child can remain calm when facing difficulties because he/she can rely on his/her coping abilities,1::5,1=Never; 2=Almost Never; 3=Sometimes; 4=Fairly Often; 5=Very Often
NIH Toolbox Self-Efficacy CAT Age 18+ v2.0,Self-Efficacy_18+.self_effic01_template.csv,Self-Efficacy_18,HCPD HCPA,self_effic01,gse08m,gse08m,,gse08m,,,"Self-report: When I have a problem, I can find several ways to solve it. / Parent Report: When your child is confronted with a problem, he/she can usually find several solutions",1::5,1=Never; 2=Almost Never; 3=Sometimes; 4=Fairly Often; 5=Very Often
NIH Toolbox Self-Efficacy CAT Age 18+ v2.0,Self-Efficacy_18+.self_effic01_template.csv,Self-Efficacy_18,HCPD HCPA,self_effic01,gse09,gse09,,gse09,,,"Self-report: If I am in trouble, I can think of a solution. / Parent Report: If your child is in trouble, he/she can usually think of a solution",1::5,1=Never; 2=Almost Never; 3=Sometimes; 4=Fairly Often; 5=Very Often
NIH Toolbox Self-Efficacy CAT Age 18+ v2.0,Self-Efficacy_18+.self_effic01_template.csv,Self-Efficacy_18,HCPD HCPA,self_effic01,gse10,gse10,,gse10,,,Self-report: I can handle whatever comes my way. / Parent Report: Your child can usually handle whatever comes his/her way,1::5,1=Never; 2=Almost Never; 3=Sometimes; 4=Fairly Often; 5=Very Often
NIH Toolbox Self-Efficacy CAT Age 18+ v2.0,Self-Efficacy_18+.self_effic01_template.csv,Self-Efficacy_18,HCPD HCPA,self_effic01,wcst_ni,ItmCnt,,ItmCnt,,studydata['ItmCnt']=studydata.ItmCnt.astype(int),Number of Items,,
NIH Toolbox Self-Efficacy CAT Age 18+ v2.0,Self-Efficacy_18+.self_effic01_template.csv,Self-Efficacy_18,HCPD HCPA,self_effic01,interview_language,Language,,Language,,,Language Used in the Interview,,
NIH Toolbox Self-Efficacy CAT Age 18+ v2.0,Self-Efficacy_18+.self_effic01_template.csv,Self-Efficacy_18,HCPD HCPA,self_effic01,nih_tlbx_rawscore,RawScore,,RawScore,,"studydata['RawScore']=studydata.RawScore.round().fillna(-99).astype(int).astype(str).str.replace('-99','')",RawScore,,
NIH Toolbox Self-Efficacy CAT Age 18+ v2.0,Self-Efficacy_18+.self_effic01_template.csv,Self-Efficacy_18,HCPD HCPA,self_effic01,nih_tlbx_se,SE,,SE,,,Standard Error,,999=NA/NK/missing
NIH Toolbox Self-Efficacy CAT Age 18+ v2.0,Self-Efficacy_18+.self_effic01_template.csv,Self-Efficacy_18,HCPD HCPA,self_effic01,nih_tlbx_theta,Theta,,Theta,,,Theta,,999=NA/NK/missing
NIH Toolbox Self-Efficacy CAT Age 18+ v2.0,Self-Efficacy_18+.self_effic01_template.csv,Self-Efficacy_18,HCPD HCPA,self_effic01,nih_tlbx_tscore,TScore,,TScore,,,T-score,0::200; 999,999=NA/NK/missing
NIH Toolbox Self-Efficacy CAT Ages 13-17 v2.0,Self-Efficacy_13-17.self_effic01_template.csv,Self-Efficacy_13-17,HCPD,self_effic01,version_form,Assessment_Name,,Assessment_Name,,,Form used/assessment name,,
NIH Toolbox Self-Efficacy CAT Ages 13-17 v2.0,Self-Efficacy_13-17.self_effic01_template.csv,Self-Efficacy_13-17,HCPD,self_effic01,nih_tlbx_fctsc,Fully_Corrected_T_score,,Fully_Corrected_T_score,,,Fully-Corrected T-Score,0::120,
NIH Toolbox Self-Efficacy CAT Ages 13-17 v2.0,Self-Efficacy_13-17.self_effic01_template.csv,Self-Efficacy_13-17,HCPD,self_effic01,gse01,gse01,,gse01,,,Self-report: I can manage to solve difficult problems if I try hard enough. / Parent Report: Your child seems to believe that he/she can always manage to solve difficult problems if he/she tries hard enough,1::5,1=Never; 2=Almost Never; 3=Sometimes; 4=Fairly Often; 5=Very Often
NIH Toolbox Self-Efficacy CAT Ages 13-17 v2.0,Self-Efficacy_13-17.self_effic01_template.csv,Self-Efficacy_13-17,HCPD,self_effic01,gse02m,gse02m,,gse02m,,,,,
NIH Toolbox Self-Efficacy CAT Ages 13-17 v2.0,Self-Efficacy_13-17.self_effic01_template.csv,Self-Efficacy_13-17,HCPD,self_effic01,gse03m,gse03m,,gse03m,,,,,
NIH Toolbox Self-Efficacy CAT Ages 13-17 v2.0,Self-Efficacy_13-17.self_effic01_template.csv,Self-Efficacy_13-17,HCPD,self_effic01,gse04m,gse04m,,gse04m,,,,,
NIH Toolbox Self-Efficacy CAT Ages 13-17 v2.0,Self-Efficacy_13-17.self_effic01_template.csv,Self-Efficacy_13-17,HCPD,self_effic01,gse05m,gse05m,,gse05m,,,"Self-report: Thanks to my talents and skills, I know how to handle unexpected situations. / Parent Report: Thanks to your child's talents and skills, he/she knows how to handle unexpected situations",1::5,1=Never; 2=Almost Never; 3=Sometimes; 4=Fairly Often; 5=Very Often
NIH Toolbox Self-Efficacy CAT Ages 13-17 v2.0,Self-Efficacy_13-17.self_effic01_template.csv,Self-Efficacy_13-17,HCPD,self_effic01,gse06m,gse06m,,gse06m,,,Self-report: I can solve most problems if I try hard enough. / Parent Report: Your child believes he/she can solve most problems if he/she tries hard enough,1::5,1=Never; 2=Almost Never; 3=Sometimes; 4=Fairly Often; 5=Very Often
NIH Toolbox Self-Efficacy CAT Ages 13-17 v2.0,Self-Efficacy_13-17.self_effic01_template.csv,Self-Efficacy_13-17,HCPD,self_effic01,gse07m,gse07m,,gse07m,,,Self-report: I stay calm when facing difficulties because I can handle them. / Parent Report: Your child can remain calm when facing difficulties because he/she can rely on his/her coping abilities,1::5,1=Never; 2=Almost Never; 3=Sometimes; 4=Fairly Often; 5=Very Often
NIH Toolbox Self-Efficacy CAT Ages 13-17 v2.0,Self-Efficacy_13-17.self_effic01_template.csv,Self-Efficacy_13-17,HCPD,self_effic01,gse08m,gse08m,,gse08m,,,"Self-report: When I have a problem, I can find several ways to solve it. / Parent Report: When your child is confronted with a problem, he/she can usually find several solutions",1::5,1=Never; 2=Almost Never; 3=Sometimes; 4=Fairly Often; 5=Very Often
NIH Toolbox Self-Efficacy CAT Ages 13-17 v2.0,Self-Efficacy_13-17.self_effic01_template.csv,Self-Efficacy_13-17,HCPD,self_effic01,gse09,gse09,,gse09,,,"Self-report: If I am in trouble, I can think of a solution. / Parent Report: If your child is in trouble, he/she can usually think of a solution",1::5,1=Never; 2=Almost Never; 3=Sometimes; 4=Fairly Often; 5=Very Often
NIH Toolbox Self-Efficacy CAT Ages 13-17 v2.0,Self-Efficacy_13-17.self_effic01_template.csv,Self-Efficacy_13-17,HCPD,self_effic01,gse10,gse10,,gse10,,,Self-report: I can handle whatever comes my way. / Parent Report: Your child can usually handle whatever comes his/her way,1::5,1=Never; 2=Almost Never; 3=Sometimes; 4=Fairly Often; 5=Very Often
NIH Toolbox Self-Efficacy CAT Ages 13-17 v2.0,Self-Efficacy_13-17.self_effic01_template.csv,Self-Efficacy_13-17,HCPD,self_effic01,wcst_ni,ItmCnt,,ItmCnt,,studydata['ItmCnt']=studydata.ItmCnt.astype(int),Number of Items,,
NIH Toolbox Self-Efficacy CAT Ages 13-17 v2.0,Self-Efficacy_13-17.self_effic01_template.csv,Self-Efficacy_13-17,HCPD,self_effic01,interview_language,Language,,Language,,,Language Used in the Interview,,
NIH Toolbox Self-Efficacy CAT Ages 13-17 v2.0,Self-Efficacy_13-17.self_effic01_template.csv,Self-Efficacy_13-17,HCPD,self_effic01,nih_tlbx_rawscore,RawScore,,RawScore,,"studydata['RawScore']=studydata.RawScore.round().fillna(-99).astype(int).astype(str).str.replace('-99','')",RawScore,,
NIH Toolbox Self-Efficacy CAT Ages 13-17 v2.0,Self-Efficacy_13-17.self_effic01_template.csv,Self-Efficacy_13-17,HCPD,self_effic01,nih_tlbx_se,SE,,SE,,,Standard Error,,999=NA/NK/missing
NIH Toolbox Self-Efficacy CAT Ages 13-17 v2.0,Self-Efficacy_13-17.self_effic01_template.csv,Self-Efficacy_13-17,HCPD,self_effic01,nih_tlbx_theta,Theta,,Theta,,,Theta,,999=NA/NK/missing
NIH Toolbox Self-Efficacy CAT Ages 13-17 v2.0,Self-Efficacy_13-17.self_effic01_template.csv,Self-Efficacy_13-17,HCPD,self_effic01,nih_tlbx_tscore,TScore,,TScore,,,T-score,0::200; 999,999=NA/NK/missing
NIH Toolbox Self-Efficacy CAT Ages 8-12 v2.0,Self-Efficacy_8-12.self_effic01_template.csv,Self-Efficacy_8-12,HCPD HCPA,self_effic01,version_form,Assessment_Name,,Assessment_Name,,,Form used/assessment name,,
NIH Toolbox Self-Efficacy CAT Ages 8-12 v2.0,Self-Efficacy_8-12.self_effic01_template.csv,Self-Efficacy_8-12,HCPD HCPA,self_effic01,nih_tlbx_fctsc,Fully_Corrected_T_score,,Fully_Corrected_T_score,,,Fully-Corrected T-Score,0::120,
NIH Toolbox Self-Efficacy CAT Ages 8-12 v2.0,Self-Efficacy_8-12.self_effic01_template.csv,Self-Efficacy_8-12,HCPD HCPA,self_effic01,gse01,gse01,,gse01,,,Self-report: I can manage to solve difficult problems if I try hard enough. / Parent Report: Your child seems to believe that he/she can always manage to solve difficult problems if he/she tries hard enough,1::5,1=Never; 2=Almost Never; 3=Sometimes; 4=Fairly Often; 5=Very Often
NIH Toolbox Self-Efficacy CAT Ages 8-12 v2.0,Self-Efficacy_8-12.self_effic01_template.csv,Self-Efficacy_8-12,HCPD HCPA,self_effic01,gse02m,gse02m,,gse02m,,,,,
NIH Toolbox Self-Efficacy CAT Ages 8-12 v2.0,Self-Efficacy_8-12.self_effic01_template.csv,Self-Efficacy_8-12,HCPD HCPA,self_effic01,gse03m,gse03m,,gse03m,,,,,
NIH Toolbox Self-Efficacy CAT Ages 8-12 v2.0,Self-Efficacy_8-12.self_effic01_template.csv,Self-Efficacy_8-12,HCPD HCPA,self_effic01,gse04m,gse04m,,gse04m,,,,,
NIH Toolbox Self-Efficacy CAT Ages 8-12 v2.0,Self-Efficacy_8-12.self_effic01_template.csv,Self-Efficacy_8-12,HCPD HCPA,self_effic01,gse05m,gse05m,,gse05m,,,"Self-report: Thanks to my talents and skills, I know how to handle unexpected situations. / Parent Report: Thanks to your child's talents and skills, he/she knows how to handle unexpected situations",1::5,1=Never; 2=Almost Never; 3=Sometimes; 4=Fairly Often; 5=Very Often
NIH Toolbox Self-Efficacy CAT Ages 8-12 v2.0,Self-Efficacy_8-12.self_effic01_template.csv,Self-Efficacy_8-12,HCPD HCPA,self_effic01,gse06m,gse06m,,gse06m,,,Self-report: I can solve most problems if I try hard enough. / Parent Report: Your child believes he/she can solve most problems if he/she tries hard enough,1::5,1=Never; 2=Almost Never; 3=Sometimes; 4=Fairly Often; 5=Very Often
NIH Toolbox Self-Efficacy CAT Ages 8-12 v2.0,Self-Efficacy_8-12.self_effic01_template.csv,Self-Efficacy_8-12,HCPD HCPA,self_effic01,gse07m,gse07m,,gse07m,,,Self-report: I stay calm when facing difficulties because I can handle them. / Parent Report: Your child can remain calm when facing difficulties because he/she can rely on his/her coping abilities,1::5,1=Never; 2=Almost Never; 3=Sometimes; 4=Fairly Often; 5=Very Often
NIH Toolbox Self-Efficacy CAT Ages 8-12 v2.0,Self-Efficacy_8-12.self_effic01_template.csv,Self-Efficacy_8-12,HCPD HCPA,self_effic01,gse08m,gse08m,,gse08m,,,"Self-report: When I have a problem, I can find several ways to solve it. / Parent Report: When your child is confronted with a problem, he/she can usually find several solutions",1::5,1=Never; 2=Almost Never; 3=Sometimes; 4=Fairly Often; 5=Very Often
NIH Toolbox Self-Efficacy CAT Ages 8-12 v2.0,Self-Efficacy_8-12.self_effic01_template.csv,Self-Efficacy_8-12,HCPD HCPA,self_effic01,gse09,gse09,,gse09,,,"Self-report: If I am in trouble, I can think of a solution. / Parent Report: If your child is in trouble, he/she can usually think of a solution",1::5,1=Never; 2=Almost Never; 3=Sometimes; 4=Fairly Often; 5=Very Often
NIH Toolbox Self-Efficacy CAT Ages 8-12 v2.0,Self-Efficacy_8-12.self_effic01_template.csv,Self-Efficacy_8-12,HCPD HCPA,self_effic01,gse10,gse10,,gse10,,,Self-report: I can handle whatever comes my way. / Parent Report: Your child can usually handle whatever comes his/her way,1::5,1=Never; 2=Almost Never; 3=Sometimes; 4=Fairly Often; 5=Very Often
NIH Toolbox Self-Efficacy CAT Ages 8-12 v2.0,Self-Efficacy_8-12.self_effic01_template.csv,Self-Efficacy_8-12,HCPD HCPA,self_effic01,wcst_ni,ItmCnt,,ItmCnt,,studydata['ItmCnt']=studydata.ItmCnt.astype(int),Number of Items,,
NIH Toolbox Self-Efficacy CAT Ages 8-12 v2.0,Self-Efficacy_8-12.self_effic01_template.csv,Self-Efficacy_8-12,HCPD HCPA,self_effic01,interview_language,Language,,Language,,,Language Used in the Interview,,
NIH Toolbox Self-Efficacy CAT Ages 8-12 v2.0,Self-Efficacy_8-12.self_effic01_template.csv,Self-Efficacy_8-12,HCPD HCPA,self_effic01,nih_tlbx_rawscore,RawScore,,RawScore,,"studydata['RawScore']=studydata.RawScore.round().fillna(-99).astype(int).astype(str).str.replace('-99','')",RawScore,,
NIH Toolbox Self-Efficacy CAT Ages 8-12 v2.0,Self-Efficacy_8-12.self_effic01_template.csv,Self-Efficacy_8-12,HCPD HCPA,self_effic01,nih_tlbx_se,SE,,SE,,,Standard Error,,999=NA/NK/missing
NIH Toolbox Self-Efficacy CAT Ages 8-12 v2.0,Self-Efficacy_8-12.self_effic01_template.csv,Self-Efficacy_8-12,HCPD HCPA,self_effic01,nih_tlbx_theta,Theta,,Theta,,,Theta,,999=NA/NK/missing
NIH Toolbox Self-Efficacy CAT Ages 8-12 v2.0,Self-Efficacy_8-12.self_effic01_template.csv,Self-Efficacy_8-12,HCPD HCPA,self_effic01,nih_tlbx_tscore,TScore,,TScore,,,T-score,0::200; 999,999=NA/NK/missing
NIH Toolbox Self-Efficacy Parent Report CAT Ages 8-12 v2.0,Self-Efficacy_Parent_8-12.self_effic01_template.csv,Self-Efficacy_Parent_8-12,HCPD,self_effic01,version_form,Assessment_Name,,Assessment_Name,,,Form used/assessment name,,
NIH Toolbox Self-Efficacy Parent Report CAT Ages 8-12 v2.0,Self-Efficacy_Parent_8-12.self_effic01_template.csv,Self-Efficacy_Parent_8-12,HCPD,self_effic01,nih_tlbx_fctsc,Fully_Corrected_T_score,,Fully_Corrected_T_score,,,Fully-Corrected T-Score,0::120,
NIH Toolbox Self-Efficacy Parent Report CAT Ages 8-12 v2.0,Self-Efficacy_Parent_8-12.self_effic01_template.csv,Self-Efficacy_Parent_8-12,HCPD,self_effic01,wcst_ni,ItmCnt,,ItmCnt,,studydata['ItmCnt']=studydata.ItmCnt.astype(int),Number of Items,,
NIH Toolbox Self-Efficacy Parent Report CAT Ages 8-12 v2.0,Self-Efficacy_Parent_8-12.self_effic01_template.csv,Self-Efficacy_Parent_8-12,HCPD,self_effic01,interview_language,Language,,Language,,,Language Used in the Interview,,
NIH Toolbox Self-Efficacy Parent Report CAT Ages 8-12 v2.0,Self-Efficacy_Parent_8-12.self_effic01_template.csv,Self-Efficacy_Parent_8-12,HCPD,self_effic01,gse01,pxygse01,,pxygse01,,,Self-report: I can manage to solve difficult problems if I try hard enough. / Parent Report: Your child seems to believe that he/she can always manage to solve difficult problems if he/she tries hard enough,1::5,1=Never; 2=Almost Never; 3=Sometimes; 4=Fairly Often; 5=Very Often
NIH Toolbox Self-Efficacy Parent Report CAT Ages 8-12 v2.0,Self-Efficacy_Parent_8-12.self_effic01_template.csv,Self-Efficacy_Parent_8-12,HCPD,self_effic01,gse02,pxygse02m,,pxygse02m,,,"Self-report: If someone opposes me, I can find the means and ways to get what I want. / Parent Report: If someone opposes your child, he/she can find the means and ways to get what he/she wants",1::5,1=Never; 2=Almost Never; 3=Sometimes; 4=Fairly Often; 5=Very Often
NIH Toolbox Self-Efficacy Parent Report CAT Ages 8-12 v2.0,Self-Efficacy_Parent_8-12.self_effic01_template.csv,Self-Efficacy_Parent_8-12,HCPD,self_effic01,gse03,pxygse03m,,pxygse03m,,,Self-report: It is easy for me to stick to my aims and accomplish my goals. / Parent Report: It is easy for your child to stick to his/her goals and reach them,1::5,1=Never; 2=Almost Never; 3=Sometimes; 4=Fairly Often; 5=Very Often
NIH Toolbox Self-Efficacy Parent Report CAT Ages 8-12 v2.0,Self-Efficacy_Parent_8-12.self_effic01_template.csv,Self-Efficacy_Parent_8-12,HCPD,self_effic01,gse04,pxygse04m,,pxygse04m,,,Self-report: I am confident that I could deal efficiently with unexpected events. / Parent Report: Your child appears confident that he/she could do a good job dealing with unexpected events,1::5,1=Never; 2=Almost Never; 3=Sometimes; 4=Fairly Often; 5=Very Often
NIH Toolbox Self-Efficacy Parent Report CAT Ages 8-12 v2.0,Self-Efficacy_Parent_8-12.self_effic01_template.csv,Self-Efficacy_Parent_8-12,HCPD,self_effic01,gse05m,pxygse05m,,pxygse05m,,,"Self-report: Thanks to my talents and skills, I know how to handle unexpected situations. / Parent Report: Thanks to your child's talents and skills, he/she knows how to handle unexpected situations",1::5,1=Never; 2=Almost Never; 3=Sometimes; 4=Fairly Often; 5=Very Often
NIH Toolbox Self-Efficacy Parent Report CAT Ages 8-12 v2.0,Self-Efficacy_Parent_8-12.self_effic01_template.csv,Self-Efficacy_Parent_8-12,HCPD,self_effic01,gse06m,pxygse06m,,pxygse06m,,,Self-report: I can solve most problems if I try hard enough. / Parent Report: Your child believes he/she can solve most problems if he/she tries hard enough,1::5,1=Never; 2=Almost Never; 3=Sometimes; 4=Fairly Often; 5=Very Often
NIH Toolbox Self-Efficacy Parent Report CAT Ages 8-12 v2.0,Self-Efficacy_Parent_8-12.self_effic01_template.csv,Self-Efficacy_Parent_8-12,HCPD,self_effic01,gse07m,pxygse07m,,pxygse07m,,,Self-report: I stay calm when facing difficulties because I can handle them. / Parent Report: Your child can remain calm when facing difficulties because he/she can rely on his/her coping abilities,1::5,1=Never; 2=Almost Never; 3=Sometimes; 4=Fairly Often; 5=Very Often
NIH Toolbox Self-Efficacy Parent Report CAT Ages 8-12 v2.0,Self-Efficacy_Parent_8-12.self_effic01_template.csv,Self-Efficacy_Parent_8-12,HCPD,self_effic01,gse08m,pxygse08m,,pxygse08m,,,"Self-report: When I have a problem, I can find several ways to solve it. / Parent Report: When your child is confronted with a problem, he/she can usually find several solutions",1::5,1=Never; 2=Almost Never; 3=Sometimes; 4=Fairly Often; 5=Very Often
NIH Toolbox Self-Efficacy Parent Report CAT Ages 8-12 v2.0,Self-Efficacy_Parent_8-12.self_effic01_template.csv,Self-Efficacy_Parent_8-12,HCPD,self_effic01,gse09,pxygse09,,pxygse09,,,"Self-report: If I am in trouble, I can think of a solution. / Parent Report: If your child is in trouble, he/she can usually think of a solution",1::5,1=Never; 2=Almost Never; 3=Sometimes; 4=Fairly Often; 5=Very Often
NIH Toolbox Self-Efficacy Parent Report CAT Ages 8-12 v2.0,Self-Efficacy_Parent_8-12.self_effic01_template.csv,Self-Efficacy_Parent_8-12,HCPD,self_effic01,gse10,pxygse10,,pxygse10,,,Self-report: I can handle whatever comes my way. / Parent Report: Your child can usually handle whatever comes his/her way,1::5,1=Never; 2=Almost Never; 3=Sometimes; 4=Fairly Often; 5=Very Often
NIH Toolbox Self-Efficacy Parent Report CAT Ages 8-12 v2.0,Self-Efficacy_Parent_8-12.self_effic01_template.csv,Self-Efficacy_Parent_8-12,HCPD,self_effic01,nih_tlbx_rawscore,RawScore,,RawScore,,"studydata['RawScore']=studydata.RawScore.round().fillna(-99).astype(int).astype(str).str.replace('-99','')",RawScore,,
NIH Toolbox Self-Efficacy Parent Report CAT Ages 8-12 v2.0,Self-Efficacy_Parent_8-12.self_effic01_template.csv,Self-Efficacy_Parent_8-12,HCPD,self_effic01,nih_tlbx_se,SE,,SE,,,Standard Error,,999=NA/NK/missing
NIH Toolbox Self-Efficacy Parent Report CAT Ages 8-12 v2.0,Self-Efficacy_Parent_8-12.self_effic01_template.csv,Self-Efficacy_Parent_8-12,HCPD,self_effic01,nih_tlbx_theta,Theta,,Theta,,,Theta,,999=NA/NK/missing
NIH Toolbox Self-Efficacy Parent Report CAT Ages 8-12 v2.0,Self-Efficacy_Parent_8-12.self_effic01_template.csv,Self-Efficacy_Parent_8-12,HCPD,self_effic01,nih_tlbx_tscore,TScore,,TScore,,,T-score,0::200; 999,999=NA/NK/missing
NIH Toolbox Social Withdrawal Parent Report FF Ages 3-12 v2.0,Social_Withdrawal.tlbx_socwit01_template.csv,Social_Withdrawal,HCPD,tlbx_socwit01,version_form,Assessment_Name,,Assessment_Name,,,Form used/assessment name,,
NIH Toolbox Social Withdrawal Parent Report FF Ages 3-12 v2.0,Social_Withdrawal.tlbx_socwit01_template.csv,Social_Withdrawal,HCPD,tlbx_socwit01,nih_tlbx_fctsc,Fully_Corrected_T_score,,Fully_Corrected_T_score,,,Fully-Corrected T-Score,0::120,
