Inst,template,inst_short,nda_structure,nda_element,hcp_variable,action_request,hcp_variable_upload,specialty_code,requested_python,request_file
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,pds_8_pv,pds_p_g5a,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,pubertyg_15,pds_p_mss_date,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,menstrualcycle1_y,pds_p_mss_last,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,menstrualcycle2_y,pds_p_mss_average,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,gynecological_hist_6,pds_p_mss_regular,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,menstrualcycle4_y,pds_p_mss_bcontrol,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,menstrualcycle5_y,pds_p_mss_premenstrual,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,menstrualcycle6_y,pds_p_mss_relation,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,pds_7b_pv,pds_p_10,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,pds_pv_boy_tanner for boys and pds_pv_girl_tanner for girls,pds_p_score,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,pubertyg_19,pubertal_p_fb,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,pubertyg_20,pubertal_p_fp,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,midihist_029a,mstrl_p1a,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,midihist_030a,mstrl_p1b,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,scq_24_a,mstrl_p1c,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,hypoage,mstrl_p1a_age,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,hyperage,mstrl_p1b_age,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,mhx016b,mstrl_p1c_age,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,pubertyb_17,pubertal_p_mp,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,pubertyb_18,pubertal_p_mh,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,src_subject_id,child_id,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl56a,cbclpre1,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl1,cbclpre2,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_nt,cbclpre3,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_eye,cbclpre4,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl8,cbclpre5,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl10,cbclpre6,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_out,cbclpre7,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_wait,cbclpre8,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_chew,cbclpre9,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl11,cbclpre10,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_help,cbclpre11,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl49,cbclpre12,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl14,cbclpre13,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl15,cbclpre14,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_defiant,cbclpre15,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_dem,cbclpre16,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl20,cbclpre17,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl21,cbclpre18,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_diar,cbclpre19,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_disob,cbclpre20,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_dist,cbclpre21,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_alonsleep,cbclpre22,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_answer,cbclpre23,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl24,cbclpre24,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl24b_text,cbclpre24_des,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl25,cbclpre25,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_fun,cbclpre26,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl26,cbclpre27,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_home,cbclpre28,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_frust,cbclpre29,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl27,cbclpre30,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_eat,cbclpre31,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl31b_text,cbclpre31_des,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl29,cbclpre32,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl5_2_text,cbclpre32_des,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_feel,cbclpre33,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl36,cbclpre34,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl37,cbclpre35,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbclpre35_start,cbclpre35_start,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_every,cbclpre36,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_upset,cbclpre37,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_troubsleep,cbclpre38,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl56b,cbclpre39,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_hit,cbclpre40,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_breath,cbclpre41,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_hurt,cbclpre42,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_unhap,cbclpre43,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_angry,cbclpre44,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl56c,cbclpre45,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl46,cbclpre46,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl7_3_text,cbclpre46_des,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl45,cbclpre47,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl47,cbclpre48,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl53,cbclpre49,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl54,cbclpre50,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_panic,cbclpre51,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_bow,cbclpre52,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl57,cbclpre53,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl58,cbclpre54,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl10_1_text,cbclpre54_des,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl60,cbclpre55,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl62,cbclpre56,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl56d,cbclpre57,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl57b_text,cbclpre57_des,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_punish,cbclpre58,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_shift,cbclpre59,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl56e,cbclpre60,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_reat,cbclpre61,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_play,cbclpre62,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_rock,cbclpre63,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_bed,cbclpre64,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_toil,cbclpre65,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl65b_text,cbclpre65_des,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl68,cbclpre66,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_aff,cbclpre67,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl71,cbclpre68,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_selfish,cbclpre69,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_littleaf,cbclpre70,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_inter,cbclpre71,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_fear,cbclpre72,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl75,cbclpre73,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl76,cbclpre74,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl74b_text,cbclpre74_des,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_smear,cbclpre75,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl79,cbclpre76,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl13_1_text,cbclpre76_des,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_stares,cbclpre77,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl56f,cbclpre78,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_sad,cbclpre79,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl84,cbclpre80,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl13_6_text,cbclpre80_des,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl86,cbclpre81,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl87,cbclpre82,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl88,cbclpre83,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_crie,cbclpre84,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl95,cbclpre85,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_clean,cbclpre86,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl50,cbclpre87,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_uncoop,cbclpre88,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl102,cbclpre89,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl103,cbclpre90,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl104,cbclpre91,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_people,cbclpre92,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl92b_text,cbclpre92_des,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl56g,cbclpre93,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_wake,cbclpre94,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_wand,cbclpre95,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl19,cbclpre96,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl109,cbclpre97,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_withdr,cbclpre98,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl112,cbclpre99,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbclpre100,cbclpre100,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl113a_des,cbclpre100_1,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl113a,cbclpre100_1_rating,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl113b_des,cbclpre100_2,,,,,
